CMTE_ID,TRANSACTION_DT,TRANSACTION_AMT,Year,Date,Month
C00578013,11162016.0,250,2016,16,11
C00578484,11202016.0,500,2016,20,11
C00193623,11102016.0,500,2016,10,11
C00582809,11292016.0,250,2016,29,11
C00495358,11292016.0,2700,2016,29,11
C00495358,11282016.0,100,2016,28,11
C00495358,11292016.0,500,2016,29,11
C00495358,11232016.0,100,2016,23,11
C00495358,11232016.0,250,2016,23,11
C00495358,11262016.0,100,2016,26,11
C00495358,11202016.0,200,2016,20,11
C00495358,11292016.0,25,2016,29,11
C00495358,11292016.0,100,2016,29,11
C00495358,11222016.0,25,2016,22,11
C00495358,11282016.0,100,2016,28,11
C00495358,11282016.0,25,2016,28,11
C00495358,11132016.0,1000,2016,13,11
C00495358,11292016.0,2700,2016,29,11
C00495358,11202016.0,250,2016,20,11
C00495358,11282016.0,100,2016,28,11
C00495358,11292016.0,2700,2016,29,11
C00495358,11272016.0,2700,2016,27,11
C00495358,11292016.0,100,2016,29,11
C00495358,11222016.0,25,2016,22,11
C00495358,11222016.0,1000,2016,22,11
C00495358,11292016.0,2700,2016,29,11
C00495358,11202016.0,800,2016,20,11
C00495358,11302016.0,125,2016,30,11
C00495358,11202016.0,250,2016,20,11
C00495358,11292016.0,25,2016,29,11
C00495358,11272016.0,2700,2016,27,11
C00495358,11292016.0,2700,2016,29,11
C00495358,11302016.0,125,2016,30,11
C00495358,11282016.0,100,2016,28,11
C00495358,11292016.0,500,2016,29,11
C00495358,11302016.0,125,2016,30,11
C00495358,11292016.0,2700,2016,29,11
C00495358,11232016.0,100,2016,23,11
C00495358,11202016.0,800,2016,20,11
C00495358,11222016.0,25,2016,22,11
C00495358,11292016.0,2700,2016,29,11
C00495358,11132016.0,1000,2016,13,11
C00495358,11292016.0,100,2016,29,11
C00495358,11282016.0,100,2016,28,11
C00495358,11292016.0,2700,2016,29,11
C00495358,11292016.0,100,2016,29,11
C00495358,11262016.0,100,2016,26,11
C00495358,11232016.0,250,2016,23,11
C00495358,11222016.0,25,2016,22,11
C00495358,11222016.0,1000,2016,22,11
C00495358,11282016.0,100,2016,28,11
C00495358,11202016.0,200,2016,20,11
C00495358,11282016.0,25,2016,28,11
C00625129,11062016.0,300,2016,06,11
C00459255,11202016.0,5000,2016,20,11
C00582809,11022016.0,50,2016,02,11
C00582809,11022016.0,50,2016,02,11
C00582809,11022016.0,2,2016,02,11
C00582809,11052016.0,50,2016,05,11
C00582809,11062016.0,10,2016,06,11
C00582809,11042016.0,250,2016,04,11
C00582809,11042016.0,5,2016,04,11
C00582809,11072016.0,100,2016,07,11
C00582809,11082016.0,25,2016,08,11
C00582809,11012016.0,2000,2016,01,11
C00582809,11012016.0,25,2016,01,11
C00582809,11022016.0,25,2016,02,11
C00582809,11042016.0,250,2016,04,11
C00582809,11042016.0,15,2016,04,11
C00582809,11042016.0,31,2016,04,11
C00582809,11032016.0,10,2016,03,11
C00582809,11022016.0,50,2016,02,11
C00582809,11082016.0,50,2016,08,11
C00582809,11012016.0,2700,2016,01,11
C00582809,11012016.0,50,2016,01,11
C00582809,11022016.0,25,2016,02,11
C00582809,11022016.0,25,2016,02,11
C00582809,11062016.0,250,2016,06,11
C00582809,11062016.0,2000,2016,06,11
C00582809,11042016.0,25,2016,04,11
C00582809,11032016.0,25,2016,03,11
C00582809,11052016.0,100,2016,05,11
C00582809,11012016.0,100,2016,01,11
C00582809,11052016.0,250,2016,05,11
C00582809,11012016.0,10,2016,01,11
C00582809,11022016.0,50,2016,02,11
C00582809,11012016.0,250,2016,01,11
C00582809,11032016.0,50,2016,03,11
C00582809,11032016.0,200,2016,03,11
C00582809,11082016.0,75,2016,08,11
C00582809,11032016.0,500,2016,03,11
C00582809,11062016.0,25,2016,06,11
C00582809,11032016.0,100,2016,03,11
C00582809,11032016.0,33,2016,03,11
C00582809,11032016.0,10,2016,03,11
C00582809,11082016.0,250,2016,08,11
C00582809,11012016.0,100,2016,01,11
C00582809,11032016.0,100,2016,03,11
C00582809,11032016.0,100,2016,03,11
C00582809,11082016.0,500,2016,08,11
C00582809,11032016.0,100,2016,03,11
C00582809,11032016.0,150,2016,03,11
C00582809,11032016.0,10,2016,03,11
C00582809,11072016.0,50,2016,07,11
C00582809,11012016.0,100,2016,01,11
C00582809,11022016.0,100,2016,02,11
C00582809,11022016.0,100,2016,02,11
C00582809,11012016.0,25,2016,01,11
C00582809,11062016.0,20,2016,06,11
C00582809,11042016.0,10,2016,04,11
C00582809,11052016.0,15,2016,05,11
C00582809,11032016.0,25,2016,03,11
C00582809,11032016.0,10,2016,03,11
C00582809,11072016.0,50,2016,07,11
C00582809,11062016.0,25,2016,06,11
C00582809,11042016.0,50,2016,04,11
C00582809,11012016.0,200,2016,01,11
C00582809,11032016.0,100,2016,03,11
C00582809,11032016.0,150,2016,03,11
C00582809,11072016.0,250,2016,07,11
C00582809,11042016.0,10,2016,04,11
C00582809,11042016.0,50,2016,04,11
C00582809,11032016.0,500,2016,03,11
C00582809,11032016.0,25,2016,03,11
C00582809,11012016.0,250,2016,01,11
C00582809,11012016.0,50,2016,01,11
C00582809,11012016.0,5,2016,01,11
C00582809,11022016.0,50,2016,02,11
C00582809,11072016.0,1000,2016,07,11
C00582809,11072016.0,40,2016,07,11
C00582809,11072016.0,25,2016,07,11
C00582809,11052016.0,25,2016,05,11
C00582809,11052016.0,50,2016,05,11
C00582809,11042016.0,25,2016,04,11
C00582809,11012016.0,25,2016,01,11
C00582809,11022016.0,2,2016,02,11
C00582809,11012016.0,50,2016,01,11
C00582809,11032016.0,100,2016,03,11
C00582809,11032016.0,50,2016,03,11
C00582809,11042016.0,100,2016,04,11
C00582809,11042016.0,25,2016,04,11
C00582809,11062016.0,15,2016,06,11
C00582809,11072016.0,50,2016,07,11
C00582809,11072016.0,50,2016,07,11
C00582809,11032016.0,100,2016,03,11
C00582809,11042016.0,250,2016,04,11
C00582809,11042016.0,53,2016,04,11
C00582809,11022016.0,25,2016,02,11
C00582809,11022016.0,50,2016,02,11
C00582809,11022016.0,50,2016,02,11
C00582809,11042016.0,300,2016,04,11
C00582809,11072016.0,50,2016,07,11
C00582809,11052016.0,25,2016,05,11
C00582809,11032016.0,25,2016,03,11
C00582809,11042016.0,50,2016,04,11
C00582809,11052016.0,250,2016,05,11
C00582809,11042016.0,25,2016,04,11
C00582809,11062016.0,15,2016,06,11
C00582809,11072016.0,5,2016,07,11
C00582809,11072016.0,250,2016,07,11
C00582809,11072016.0,5,2016,07,11
C00582809,11072016.0,1500,2016,07,11
C00582809,11072016.0,100,2016,07,11
C00582809,11042016.0,100,2016,04,11
C00582809,11072016.0,1000,2016,07,11
C00582809,11072016.0,25,2016,07,11
C00582809,11052016.0,5,2016,05,11
C00582809,11072016.0,50,2016,07,11
C00582809,11072016.0,250,2016,07,11
C00582809,11022016.0,25,2016,02,11
C00582809,11022016.0,25,2016,02,11
C00582809,11012016.0,20,2016,01,11
C00582809,11022016.0,100,2016,02,11
C00582809,11012016.0,6,2016,01,11
C00582809,11042016.0,25,2016,04,11
C00582809,11062016.0,15,2016,06,11
C00582809,11042016.0,50,2016,04,11
C00582809,11072016.0,1000,2016,07,11
C00582809,11082016.0,10,2016,08,11
C00582809,11022016.0,125,2016,02,11
C00582809,11012016.0,50,2016,01,11
C00582809,11042016.0,100,2016,04,11
C00582809,11042016.0,50,2016,04,11
C00582809,11042016.0,250,2016,04,11
C00582809,11062016.0,250,2016,06,11
C00582809,11062016.0,5,2016,06,11
C00582809,11052016.0,25,2016,05,11
C00582809,11072016.0,50,2016,07,11
C00582809,11042016.0,125,2016,04,11
C00582809,11072016.0,50,2016,07,11
C00582809,11072016.0,12,2016,07,11
C00582809,11062016.0,25,2016,06,11
C00582809,11042016.0,15,2016,04,11
C00582809,11072016.0,25,2016,07,11
C00582809,11082016.0,5,2016,08,11
C00582809,11012016.0,5,2016,01,11
C00582809,11012016.0,5,2016,01,11
C00582809,11032016.0,300,2016,03,11
C00582809,11042016.0,25,2016,04,11
C00582809,11082016.0,5,2016,08,11
C00582809,11012016.0,3,2016,01,11
C00582809,11022016.0,12,2016,02,11
C00582809,11052016.0,100,2016,05,11
C00582809,11082016.0,1000,2016,08,11
C00582809,11052016.0,2700,2016,05,11
C00582809,11032016.0,100,2016,03,11
C00582809,11032016.0,250,2016,03,11
C00582809,11072016.0,100,2016,07,11
C00582809,11072016.0,10,2016,07,11
C00582809,11072016.0,5,2016,07,11
C00582809,11022016.0,1000,2016,02,11
C00582809,11072016.0,36,2016,07,11
C00582809,11032016.0,500,2016,03,11
C00582809,11042016.0,6,2016,04,11
C00582809,11032016.0,30,2016,03,11
C00582809,11032016.0,50,2016,03,11
C00582809,11012016.0,25,2016,01,11
C00582809,11012016.0,2,2016,01,11
C00582809,11052016.0,15,2016,05,11
C00582809,11062016.0,5,2016,06,11
C00582809,11072016.0,50,2016,07,11
C00582809,11062016.0,250,2016,06,11
C00582809,11062016.0,100,2016,06,11
C00582809,11032016.0,25,2016,03,11
C00582809,11072016.0,100,2016,07,11
C00582809,11072016.0,50,2016,07,11
C00582809,11072016.0,50,2016,07,11
C00582809,11082016.0,10,2016,08,11
C00582809,11032016.0,25,2016,03,11
C00582809,11072016.0,15,2016,07,11
C00582809,11032016.0,5,2016,03,11
C00582809,11062016.0,25,2016,06,11
C00582809,11082016.0,250,2016,08,11
C00582809,11072016.0,50,2016,07,11
C00582809,11072016.0,15,2016,07,11
C00582809,11062016.0,12,2016,06,11
C00582809,11062016.0,50,2016,06,11
C00582809,11022016.0,100,2016,02,11
C00582809,11072016.0,50,2016,07,11
C00582809,11072016.0,15,2016,07,11
C00582809,11032016.0,10,2016,03,11
C00582809,11042016.0,2700,2016,04,11
C00582809,11022016.0,100,2016,02,11
C00582809,11022016.0,100,2016,02,11
C00582809,11032016.0,25,2016,03,11
C00582809,11032016.0,500,2016,03,11
C00582809,11052016.0,100,2016,05,11
C00582809,11072016.0,25,2016,07,11
