CMTE_ID,TRANSACTION_DT,TRANSACTION_AMT,Year,Date,Month
C00718866,2242019.0,12.0,2019,24,2
C00718866,2252019.0,5.0,2019,25,2
C00718866,2012019.0,15.0,2019,1,2
C00718866,2172019.0,12.0,2019,17,2
C00718866,2102019.0,100.0,2019,10,2
C00718866,2112019.0,12.0,2019,11,2
C00718866,2152019.0,3.0,2019,15,2
C00718866,2112019.0,10.0,2019,11,2
C00718866,2142019.0,12.0,2019,14,2
C00458463,2042019.0,1000.0,2019,4,2
C00458463,2132019.0,2800.0,2019,13,2
C00458463,2132019.0,2600.0,2019,13,2
C00458463,2202019.0,2700.0,2019,20,2
C00458463,2212019.0,2700.0,2019,21,2
C00458463,2042019.0,2700.0,2019,4,2
C00458463,2132019.0,2800.0,2019,13,2
C00458463,2132019.0,2600.0,2019,13,2
C00458463,2272019.0,2800.0,2019,27,2
C00458463,2272019.0,2800.0,2019,27,2
C00458463,2272019.0,2800.0,2019,27,2
C00458463,2272019.0,2800.0,2019,27,2
C00458463,2062019.0,2700.0,2019,6,2
C00458463,2202019.0,2700.0,2019,20,2
C00458463,2252019.0,1000.0,2019,25,2
C00458463,2212019.0,2800.0,2019,21,2
C00458463,2212019.0,1000.0,2019,21,2
C00458463,2132019.0,500.0,2019,13,2
C00458463,2272019.0,250.0,2019,27,2
C00458463,2272019.0,1000.0,2019,27,2
C00458463,2272019.0,1000.0,2019,27,2
C00458463,2132019.0,2800.0,2019,13,2
C00458463,2132019.0,2600.0,2019,13,2
C00458463,2132019.0,2800.0,2019,13,2
C00458463,2132019.0,2600.0,2019,13,2
C00458463,2042019.0,2700.0,2019,4,2
C00458463,2272019.0,2800.0,2019,27,2
C00458463,2272019.0,2600.0,2019,27,2
C00458463,2272019.0,2800.0,2019,27,2
C00458463,2272019.0,2600.0,2019,27,2
C00458463,2282019.0,2800.0,2019,28,2
C00458463,2212019.0,2600.0,2019,21,2
C00458463,2212019.0,2800.0,2019,21,2
C00458463,2282019.0,2800.0,2019,28,2
C00458463,2282019.0,2200.0,2019,28,2
C00458463,2282019.0,2200.0,2019,28,2
C00458463,2282019.0,2800.0,2019,28,2
C00458463,2202019.0,2700.0,2019,20,2
C00458463,2282019.0,2600.0,2019,28,2
C00458463,2282019.0,2600.0,2019,28,2
C00458463,2282019.0,2800.0,2019,28,2
C00458463,2212019.0,2700.0,2019,21,2
C00458463,2212019.0,2700.0,2019,21,2
C00458463,2102019.0,500.0,2019,10,2
C00458463,2212019.0,2700.0,2019,21,2
C00458463,2252019.0,2800.0,2019,25,2
C00458463,2042019.0,2700.0,2019,4,2
C00458463,2202019.0,2700.0,2019,20,2
C00458463,2202019.0,2700.0,2019,20,2
C00458463,2212019.0,2700.0,2019,21,2
C00458463,2212019.0,2800.0,2019,21,2
C00458463,2212019.0,2600.0,2019,21,2
C00458463,2212019.0,2800.0,2019,21,2
C00458463,2212019.0,2600.0,2019,21,2
C00458463,2212019.0,1000.0,2019,21,2
C00458463,2202019.0,2800.0,2019,20,2
C00458463,2202019.0,2600.0,2019,20,2
C00458463,2202019.0,2800.0,2019,20,2
C00458463,2202019.0,2600.0,2019,20,2
C00458463,2132019.0,2600.0,2019,13,2
C00458463,2132019.0,2800.0,2019,13,2
C00458463,2252019.0,2600.0,2019,25,2
C00458463,2252019.0,2800.0,2019,25,2
C00458463,2042019.0,1000.0,2019,4,2
C00458463,2252019.0,2600.0,2019,25,2
C00458463,2102019.0,500.0,2019,10,2
C00458463,2122019.0,2700.0,2019,12,2
C00458463,2112019.0,2700.0,2019,11,2
C00458463,2132019.0,2800.0,2019,13,2
C00458463,2132019.0,2600.0,2019,13,2
C00458463,2042019.0,2700.0,2019,4,2
C00458463,2202019.0,2700.0,2019,20,2
C00458463,2132019.0,1000.0,2019,13,2
C00458463,2042019.0,2700.0,2019,4,2
C00458463,2042019.0,2700.0,2019,4,2
C00458463,2042019.0,2700.0,2019,4,2
C00458463,2182019.0,1000.0,2019,18,2
C00458463,2252019.0,2800.0,2019,25,2
C00458463,2252019.0,2700.0,2019,25,2
C00458463,2132019.0,2600.0,2019,13,2
C00458463,2132019.0,2800.0,2019,13,2
C00458463,2132019.0,2800.0,2019,13,2
C00458463,2132019.0,2600.0,2019,13,2
C00458463,2062019.0,2700.0,2019,6,2
C00458463,2132019.0,2700.0,2019,13,2
C00458463,2132019.0,2700.0,2019,13,2
C00458463,2132019.0,2700.0,2019,13,2
C00458463,2132019.0,2700.0,2019,13,2
C00458463,2212019.0,2700.0,2019,21,2
C00458463,2212019.0,1000.0,2019,21,2
C00458463,2212019.0,1000.0,2019,21,2
C00458463,2042019.0,2700.0,2019,4,2
C00458463,2042019.0,2700.0,2019,4,2
C00458463,2202019.0,2600.0,2019,20,2
C00458463,2202019.0,2800.0,2019,20,2
C00458463,2252019.0,2800.0,2019,25,2
C00458463,2252019.0,2600.0,2019,25,2
C00458463,2252019.0,2600.0,2019,25,2
C00458463,2252019.0,2800.0,2019,25,2
C00458463,2202019.0,2800.0,2019,20,2
