CMTE_ID,TRANSACTION_DT,TRANSACTION_AMT,Year,Date,Month
C00540732,5312015.0,50,2015,31,5
C00540732,5012015.0,50,2015,01,5
C00540732,5062015.0,1,2015,06,5
C00540732,5312015.0,15,2015,31,5
C00540732,5122015.0,15,2015,12,5
C00540732,5252015.0,100,2015,25,5
C00540732,5072015.0,15,2015,07,5
C00540732,5222015.0,30,2015,22,5
C00540732,5052015.0,25,2015,05,5
C00540732,5122015.0,1,2015,12,5
C00540732,5222015.0,10,2015,22,5
C00540732,5082015.0,30,2015,08,5
C00540732,5062015.0,7,2015,06,5
C00540732,5262015.0,10,2015,26,5
C00540732,5122015.0,15,2015,12,5
C00540732,5282015.0,15,2015,28,5
C00540732,5082015.0,15,2015,08,5
C00540732,5052015.0,15,2015,05,5
C00540732,5132015.0,15,2015,13,5
C00540732,5012015.0,50,2015,01,5
C00540732,5072015.0,15,2015,07,5
C00540732,5152015.0,3,2015,15,5
C00540732,5062015.0,25,2015,06,5
C00540732,5312015.0,25,2015,31,5
C00540732,5082015.0,15,2015,08,5
C00540732,5252015.0,100,2015,25,5
C00540732,5222015.0,30,2015,22,5
C00540732,5052015.0,25,2015,05,5
C00540732,5122015.0,1,2015,12,5
C00540732,5272015.0,25,2015,27,5
C00540732,5212015.0,25,2015,21,5
C00540732,5172015.0,10,2015,17,5
C00540732,5072015.0,1,2015,07,5
C00540732,5122015.0,5,2015,12,5
C00540732,5072015.0,15,2015,07,5
C00540732,5012015.0,50,2015,01,5
C00540732,5072015.0,15,2015,07,5
C00540732,5182015.0,15,2015,18,5
C00540732,5162015.0,20,2015,16,5
C00540732,5012015.0,100,2015,01,5
C00540732,5312015.0,15,2015,31,5
C00540732,5292015.0,10,2015,29,5
C00540732,5312015.0,100,2015,31,5
C00540732,5032015.0,11,2015,03,5
C00540732,5052015.0,1,2015,05,5
C00540732,5192015.0,30,2015,19,5
C00540732,5092015.0,15,2015,09,5
C00540732,5012015.0,25,2015,01,5
C00540732,5072015.0,8,2015,07,5
C00540732,5072015.0,15,2015,07,5
C00540732,5132015.0,5,2015,13,5
C00540732,5282015.0,15,2015,28,5
C00540732,5082015.0,15,2015,08,5
C00540732,5272015.0,50,2015,27,5
C00540732,5052015.0,1,2015,05,5
C00540732,5312015.0,50,2015,31,5
C00540732,5082015.0,30,2015,08,5
C00540732,5062015.0,7,2015,06,5
C00540732,5132015.0,5,2015,13,5
C00540732,5272015.0,25,2015,27,5
C00540732,5292015.0,10,2015,29,5
C00540732,5072015.0,15,2015,07,5
C00540732,5312015.0,50,2015,31,5
C00540732,5162015.0,20,2015,16,5
C00540732,5032015.0,11,2015,03,5
C00540732,5052015.0,1,2015,05,5
C00540732,5222015.0,10,2015,22,5
C00540732,5262015.0,10,2015,26,5
C00540732,5312015.0,15,2015,31,5
C00540732,5272015.0,50,2015,27,5
C00540732,5052015.0,1,2015,05,5
C00540732,5052015.0,15,2015,05,5
C00540732,5152015.0,3,2015,15,5
C00540732,5132015.0,15,2015,13,5
C00540732,5122015.0,5,2015,12,5
C00540732,5192015.0,30,2015,19,5
C00540732,5072015.0,15,2015,07,5
C00540732,5062015.0,25,2015,06,5
C00540732,5092015.0,15,2015,09,5
C00540732,5072015.0,15,2015,07,5
C00540732,5182015.0,15,2015,18,5
C00540732,5312015.0,15,2015,31,5
C00540732,5012015.0,50,2015,01,5
C00540732,5082015.0,15,2015,08,5
C00540732,5312015.0,50,2015,31,5
C00540732,5012015.0,25,2015,01,5
C00540732,5312015.0,25,2015,31,5
C00540732,5072015.0,8,2015,07,5
C00540732,5212015.0,25,2015,21,5
C00540732,5172015.0,10,2015,17,5
C00540732,5072015.0,1,2015,07,5
C00540732,5312015.0,100,2015,31,5
C00540732,5012015.0,50,2015,01,5
C00540732,5012015.0,100,2015,01,5
C00540732,5012015.0,50,2015,01,5
C00540732,5062015.0,1,2015,06,5
C00540732,5272015.0,2500,2015,27,5
C00540732,5012015.0,25,2015,01,5
C00540732,5022015.0,1500,2015,02,5
C00540732,5062015.0,500,2015,06,5
C00540732,5312015.0,1000,2015,31,5
C00540732,5012015.0,50,2015,01,5
C00540732,5012015.0,50,2015,01,5
C00540732,5012015.0,25,2015,01,5
C00540732,5112015.0,1000,2015,11,5
C00540732,5072015.0,2600,2015,07,5
C00540732,5052015.0,-2700,2015,05,5
C00540732,5212015.0,-2300,2015,21,5
C00540732,5212015.0,2300,2015,21,5
C00540732,5052015.0,5400,2015,05,5
C00540732,5052015.0,2700,2015,05,5
C00540732,5132015.0,250,2015,13,5
C00540732,5212015.0,5000,2015,21,5
C00540732,5142015.0,2700,2015,14,5
C00540732,5092015.0,1575,2015,09,5
C00540732,5062015.0,500,2015,06,5
C00540732,5032015.0,500,2015,03,5
C00540732,5182015.0,5400,2015,18,5
C00540732,5182015.0,-2700,2015,18,5
C00540732,5182015.0,2700,2015,18,5
C00540732,5272015.0,2500,2015,27,5
C00540732,5112015.0,500,2015,11,5
C00540732,5132015.0,2500,2015,13,5
C00540732,5272015.0,2500,2015,27,5
C00540732,5272015.0,2000,2015,27,5
C00540732,5012015.0,2700,2015,01,5
C00540732,5042015.0,1000,2015,04,5
C00540732,5182015.0,1000,2015,18,5
C00540732,5062015.0,500,2015,06,5
C00540732,5212015.0,-2300,2015,21,5
C00540732,5132015.0,1000,2015,13,5
C00540732,5212015.0,5000,2015,21,5
C00540732,5212015.0,2300,2015,21,5
C00540732,5272015.0,2500,2015,27,5
C00540732,5282015.0,743,2015,28,5
C00540732,5052015.0,2500,2015,05,5
C00540732,5182015.0,5400,2015,18,5
C00540732,5182015.0,-2700,2015,18,5
C00540732,5182015.0,2700,2015,18,5
C00540732,5182015.0,2700,2015,18,5
C00540732,5312015.0,1000,2015,31,5
C00540732,5132015.0,500,2015,13,5
C00540732,5202015.0,2500,2015,20,5
C00540732,5132015.0,500,2015,13,5
C00540732,5072015.0,1000,2015,07,5
C00540732,5272015.0,2700,2015,27,5
C00540732,5182015.0,1000,2015,18,5
C00540732,5272015.0,2500,2015,27,5
C00540732,5012015.0,1000,2015,01,5
C00540732,5062015.0,1000,2015,06,5
C00540732,5112015.0,2700,2015,11,5
C00540732,5272015.0,493,2015,27,5
C00540732,5162015.0,220,2015,16,5
C00540732,5052015.0,3000,2015,05,5
C00540732,5052015.0,-300,2015,05,5
C00540732,5052015.0,300,2015,05,5
C00540732,5162015.0,1000,2015,16,5
C00540732,5212015.0,-2300,2015,21,5
C00540732,5212015.0,5000,2015,21,5
C00540732,5212015.0,2300,2015,21,5
C00540732,5152015.0,1500,2015,15,5
C00540732,5302015.0,2700,2015,30,5
C00540732,5212015.0,5000,2015,21,5
C00540732,5272015.0,2500,2015,27,5
C00540732,5132015.0,1000,2015,13,5
C00540732,5272015.0,2500,2015,27,5
C00572925,5312015.0,100,2015,31,5
C00572925,5042015.0,36,2015,04,5
C00572925,5312015.0,100,2015,31,5
C00572925,5202015.0,100,2015,20,5
C00572925,5182015.0,35,2015,18,5
C00572925,5302015.0,35,2015,30,5
C00572925,5312015.0,50,2015,31,5
C00572925,5312015.0,50,2015,31,5
C00572925,5012015.0,100,2015,01,5
C00572925,5262015.0,100,2015,26,5
C00572925,5312015.0,100,2015,31,5
C00572925,5282015.0,50,2015,28,5
C00572925,5282015.0,100,2015,28,5
C00572925,5202015.0,100,2015,20,5
C00572925,5202015.0,25,2015,20,5
C00572925,5202015.0,50,2015,20,5
C00572925,5042015.0,100,2015,04,5
C00572925,5312015.0,100,2015,31,5
C00572925,5012015.0,100,2015,01,5
C00572925,5262015.0,50,2015,26,5
C00572925,5312015.0,100,2015,31,5
C00572925,5312015.0,150,2015,31,5
C00572925,5142015.0,100,2015,14,5
C00572925,5192015.0,30,2015,19,5
C00572925,5302015.0,50,2015,30,5
C00572925,5182015.0,177,2015,18,5
C00572925,5012015.0,100,2015,01,5
C00572925,5312015.0,50,2015,31,5
C00572925,5282015.0,50,2015,28,5
C00572925,5262015.0,150,2015,26,5
C00572925,5182015.0,100,2015,18,5
C00572925,5122015.0,50,2015,12,5
C00572925,5012015.0,100,2015,01,5
C00572925,5272015.0,100,2015,27,5
C00572925,5272015.0,1000,2015,27,5
C00572925,5292015.0,500,2015,29,5
C00572925,5282015.0,1000,2015,28,5
C00572925,5032015.0,500,2015,03,5
C00572925,5142015.0,2500,2015,14,5
C00572925,5052015.0,2700,2015,05,5
C00572925,5082015.0,1000,2015,08,5
C00572925,5212015.0,2700,2015,21,5
C00572925,5182015.0,1000,2015,18,5
C00572925,5152015.0,500,2015,15,5
C00572925,5112015.0,500,2015,11,5
C00572925,5182015.0,500,2015,18,5
C00572925,5182015.0,500,2015,18,5
C00572925,5292015.0,500,2015,29,5
C00572925,5212015.0,1000,2015,21,5
C00572925,5182015.0,250,2015,18,5
C00572925,5292015.0,250,2015,29,5
C00572925,5262015.0,1000,2015,26,5
C00572925,5072015.0,500,2015,07,5
C00572925,5312015.0,250,2015,31,5
C00572925,5152015.0,250,2015,15,5
C00572925,5072015.0,250,2015,07,5
C00572925,5182015.0,500,2015,18,5
C00572925,5182015.0,250,2015,18,5
C00572925,5302015.0,475,2015,30,5
C00572925,5312015.0,500,2015,31,5
C00572925,5142015.0,2300,2015,14,5
C00572925,5272015.0,500,2015,27,5
C00572925,5082015.0,2700,2015,08,5
C00572925,5292015.0,2700,2015,29,5
C00572925,5312015.0,500,2015,31,5
C00572925,5282015.0,250,2015,28,5
C00572925,5082015.0,250,2015,08,5
C00572925,5292015.0,500,2015,29,5
C00572925,5042015.0,2700,2015,04,5
C00572925,5272015.0,300,2015,27,5
C00572925,5152015.0,1000,2015,15,5
C00572925,5042015.0,250,2015,04,5
C00572925,5292015.0,250,2015,29,5
C00572925,5142015.0,2700,2015,14,5
C00572925,5292015.0,2700,2015,29,5
C00572925,5192015.0,500,2015,19,5
C00572925,5042015.0,2700,2015,04,5
C00572925,5152015.0,250,2015,15,5
C00572925,5012015.0,250,2015,01,5
C00572925,5062015.0,250,2015,06,5
C00572925,5122015.0,1000,2015,12,5
C00572925,5082015.0,500,2015,08,5
C00572925,5292015.0,2700,2015,29,5
