CMTE_ID,TRANSACTION_DT,TRANSACTION_AMT,Year,Date,Month
C00492785,1152018.0,25,2018,15,1
C00492785,1152018.0,25,2018,15,1
C00492785,1152018.0,20,2018,15,1
C00492785,1152018.0,25,2018,15,1
C00492785,1152018.0,10,2018,15,1
C00492785,1152018.0,20,2018,15,1
C00492785,1152018.0,35,2018,15,1
C00492785,1152018.0,25,2018,15,1
C00492785,1152018.0,50,2018,15,1
C00492785,1152018.0,50,2018,15,1
C00492785,1152018.0,25,2018,15,1
C00492785,1152018.0,100,2018,15,1
C00492785,1152018.0,25,2018,15,1
C00492785,1152018.0,100,2018,15,1
C00492785,1152018.0,10,2018,15,1
C00492785,1152018.0,100,2018,15,1
C00492785,1152018.0,25,2018,15,1
C00492785,1182018.0,300,2018,18,1
C00492785,1182018.0,25,2018,18,1
C00492785,1182018.0,25,2018,18,1
C00492785,1182018.0,100,2018,18,1
C00492785,1182018.0,25,2018,18,1
C00492785,1182018.0,50,2018,18,1
C00492785,1192018.0,20,2018,19,1
C00492785,1192018.0,15,2018,19,1
C00492785,1192018.0,35,2018,19,1
C00492785,1192018.0,33,2018,19,1
C00492785,1192018.0,50,2018,19,1
C00492785,1192018.0,25,2018,19,1
C00492785,1192018.0,100,2018,19,1
C00492785,1192018.0,250,2018,19,1
C00492785,1192018.0,75,2018,19,1
C00492785,1192018.0,150,2018,19,1
C00492785,1192018.0,600,2018,19,1
C00492785,1192018.0,20,2018,19,1
C00492785,1292018.0,50,2018,29,1
C00492785,1292018.0,50,2018,29,1
C00492785,1292018.0,1000,2018,29,1
C00492785,1292018.0,1000,2018,29,1
C00492785,1292018.0,100,2018,29,1
C00492785,1292018.0,20,2018,29,1
C00492785,1292018.0,100,2018,29,1
C00492785,1302018.0,53,2018,30,1
C00492785,1302018.0,100,2018,30,1
C00492785,1302018.0,50,2018,30,1
C00492785,1312018.0,25,2018,31,1
C00492785,1312018.0,25,2018,31,1
C00492785,1312018.0,10,2018,31,1
C00492785,1312018.0,50,2018,31,1
